,Name,Game,Key Signature,Time Signature,Instruments,Length
350,Distortion World,B major,0.8100431390471681,4/4,"['Shakuhachi', 'Shakuhachi', 'Shakuhachi', 'Church Bells', 'Shakuhachi', 'Viola', 'Horn', 'Church Bells', 'StringInstrument', 'Whistle']",137.9895833333337
351,Elite Four,B- major,0.6476353151651112,4/4,"['Church Bells', 'Horn', 'Trombone', None, 'Trumpet', 'Trumpet', None, 'Timpani', None]",74.56242543750119
352,Encounter (Ace Trainer),d minor,0.7434011653955642,4/4,"['Trumpet', 'Trumpet', None, None, 'Vibraphone', None, None, None]",20.791666666666487
353,Encounter (Artist),D major,0.7707333291189026,4/4,"[None, None, None, None, None, None]",32.23958333333336
354,Encounter (Black Belt),C major,0.7229092315380845,4/4,"['Brass', None, None, None, None, 'Electric Bass', None]",10.065549375000003
355,Encounter (Cynthia),b minor,0.8215863963046586,4/4,"[None, None, None, None, None, None, None, None]",40.38989187500069
356,Encounter (Dancer I Think),b minor,0.7866818347311565,4/4,"['StringInstrument', 'StringInstrument', 'Saxophone', 'Fretless Bass', 'Guitar', 'StringInstrument', 'Guitar', None, None]",34.14532624999993
357,Encounter (Elite Four),b- minor,0.662096454831184,4/4,"[None, None, None, None, 'Trumpet', 'Trumpet', None, None]",17.90111164583357
358,Encounter (Frontier Brain),b- minor,0.662096454831184,4/4,"[None, None, None, None, 'Trumpet', 'Trumpet', None, None]",17.90111164583357
359,Encounter (Hiker),B- major,0.7691662986769487,4/4,"['Clarinet', 'Clarinet', 'Accordion', 'Horn', 'Church Bells', 'Horn', None]",12.47500000000005
360,Encounter (Lass),D major,0.6893334345570516,4/4,"[None, None, None, 'Fretless Bass', 'Vibraphone', 'Vibraphone', 'StringInstrument', 'Organ', 'Harpsichord']",11.178732541666648
361,Encounter (Pokefan),D major,0.8285623733177799,4/4,"['Vibraphone', 'Vibraphone', None, 'Harp', 'Harp', 'Church Bells', 'Electric Bass', None]",16.281271708333286
362,Encounter (Psychic),d minor,0.8004813247054434,4/4,"['Clarinet', 'Harp', 'Glockenspiel', None, None, None, 'Soprano Saxophone', None]",21.917102375000134
363,Encounter (Rich Boy),c minor,0.6802655745521161,4/4,"['Trumpet', 'Horn', 'Horn', 'Trumpet', None, 'Trumpet', 'Fretless Bass', None]",22.8671875
364,Encounter (Team Galactic),e minor,0.8803529889996289,4/4,"['Organ', 'Trumpet', 'Trumpet', 'Fretless Bass', 'Organ', 'Glockenspiel', 'Clavichord', 'Piano', None]",19.625016354166743
365,Encounter (Triathlete),C major,0.9598633476016676,4/4,"['Trumpet', 'Trumpet', 'Trumpet', 'Trumpet', 'Trumpet', 'Vibraphone', 'Trumpet', 'Timpani', None]",25.404399062499785
366,Encounter (Twins),a minor,0.7228963573452154,4/4,"[None, 'Fretless Bass', 'Marimba', 'Vibraphone', None, None, None, None, None]",11.067296624999983
367,Encounter (Youngster),c# minor,0.8126304367849125,4/4,"[None, None, None, 'Marimba', 'Fretless Bass', None, 'Acoustic Bass', None]",13.980600000000038
368,Encounter at the Lake,F major,0.332319811574317,4/4,"[None, 'StringInstrument', 'StringInstrument', 'StringInstrument', 'StringInstrument', 'StringInstrument', 'Timpani', None]",14.202308312499973
369,Ending,C major,0.8564344671232934,4/4,"['Electric Guitar', 'StringInstrument', 'Guitar', 'Fretless Bass', 'Harmonica', 'Guitar', 'Guitar', 'Accordion', 'Harmonica', 'Harpsichord', None]",275.218982479179
370,Eterna City (Night),C major,0.8480365853133844,4/4,"['Electric Guitar', 'Electric Guitar', 'Electric Guitar', 'Electric Guitar', 'Electric Guitar', None, 'Violin', 'Recorder', None]",98.02996687500107
371,Eterna City,D major,0.8953721799998979,4/4,"['Electric Guitar', 'Electric Guitar', 'Electric Guitar', 'Electric Guitar', 'Electric Guitar', 'Harmonica', 'Violin', 'Recorder', None]",98.02996687500112
372,Eterna Forest,e minor,0.7872501506182252,4/4,"['Flute', 'Flute', 'Harp', 'Harp', 'StringInstrument', 'Harp', 'Acoustic Bass', None]",75.78128031250006
373,Evolution,G major,0.703664318067892,4/4,"['Recorder', 'Horn', 'Soprano Saxophone', 'Timpani', 'Recorder', 'Recorder', 'Vibraphone', 'Glockenspiel', None]",33.00000000000007
374,Fight Area (Night),F major,0.8820457781798517,4/4,"['Trumpet', 'Trumpet', 'Trumpet', 'Trumpet', 'Trumpet', 'StringInstrument', 'Acoustic Bass', None]",61.5707483124998
375,Fight Area,F major,0.8756722190834652,4/4,"['Trumpet', 'Trumpet', 'Trumpet', 'Trumpet', 'Trumpet', 'Church Bells', 'Acoustic Bass', None]",61.57074831249989
376,Floaroma Town (Night),C# major,0.7977113665672392,4/4,"['Clarinet', 'Clarinet', 'StringInstrument', 'StringInstrument', 'Glockenspiel', 'StringInstrument', 'StringInstrument', 'StringInstrument', None]",71.975
377,Floaroma Town,C# major,0.9056238006056729,4/4,"['Clarinet', 'Clarinet', 'Harp', 'Harp', 'Acoustic Bass', 'Harp', 'Harp', 'Harp', 'StringInstrument']",71.97499999999997
378,Following,D major,0.7200849873918145,4/4,"[None, None, 'Vibraphone', None, 'Vibraphone', None, 'Electric Bass', None]",22.0
379,Giratina Appears,c minor,0.7222671778746479,4/4,"['Horn', 'Horn', 'Horn', 'StringInstrument', None, None, 'Shakuhachi', 'Shakuhachi', None]",26.09166666666661
380,Giratina Fanfare,E- major,0.4873512789302023,4/4,"['StringInstrument', 'Horn', 'Horn', None, 'Pan Flute', None, None, None]",10.855267499999997
381,Great Marsh,b- minor,0.8056602187804262,4/4,"['Trumpet', 'Trumpet', 'Marimba', 'Fretless Bass', 'Fretless Bass', None, 'Soprano Saxophone', None]",55.62504635416684
382,GTS,E- major,0.809111329496783,4/4,"['Clarinet', 'StringInstrument', 'StringInstrument', 'StringInstrument', 'StringInstrument', 'Flute', 'StringInstrument', 'Timpani', 'StringInstrument', None]",41.989583333333336
383,Hall of Fame,c# minor,0.6774828939408553,4/4,"['Horn', 'Horn', 'StringInstrument', 'Flute', 'Church Bells', 'StringInstrument', 'Harp', 'StringInstrument', None]",41.13388743750052
384,Hall of Origin,F major,0.42849598411358814,4/4,"['Shakuhachi', 'Shakuhachi', 'Saxophone', 'Fretless Bass', 'Vibraphone', 'Vibraphone', 'StringInstrument', 'Piano', 'Harp']",25.518622124999716
385,Healing,E major,0.7155681033490502,4/4,"['Harp', 'Harp', 'Harp', 'Violoncello', None, None, 'StringInstrument', None, None]",1.922346562499999
386,Hearthome City,C major,0.6897442790030741,4/4,"['Recorder', 'Recorder', None, None, 'Marimba', 'Xylophone', None, None]",60.79166666666601
387,Item,A- major,0.7213533788684723,4/4,"['Harp', 'Harp', None, 'Flute', None, 'Harp']",1.8947340000000001
388,Jubilife City (Nighrt),f# minor,0.27008540244491336,4/4,"[None, None, None, None, None, None, 'Saxophone', 'Acoustic Bass', None]",45.53829991666641
389,Jubilife City,A- major,0.2210453356588831,4/4,"['Dulcimer', None, None, None, 'Dulcimer', 'Vibraphone', 'Vibraphone', 'Acoustic Bass', None]",44.56245543750038
390,Key Item,e- minor,0.7070132016708207,4/4,"[None, None, 'Acoustic Bass', None, 'Xylophone', None]",2.0220578125000017
391,Lake Cavern,c minor,0.648771802162179,4/4,"['Fretless Bass', 'Trumpet', None, 'Accordion', 'StringInstrument', 'Saxophone', None, 'Timpani']",63.979166666666735
392,Lake,a minor,0.5778909886736401,4/4,"['Oboe', 'StringInstrument', 'StringInstrument', 'StringInstrument', 'StringInstrument', 'Harp', 'Oboe', 'Harp', None]",66.86197916666671
393,Level Up,E major,0.8093381822458406,4/4,"['Harp', 'Harp', 'Harp', None, 'Flute', 'Harp']",0.7499996875000001
394,Looker,d minor,0.8069208429546557,4/4,"['Trumpet', 'Trumpet', 'Trombone', 'Trombone', 'Trombone', 'Horn', 'Guitar', None, None]",30.3916666666666
395,Lucas,D major,0.8861639123672062,4/4,"['StringInstrument', 'StringInstrument', 'Saxophone', None, None, None, 'Trumpet', 'Trumpet', None, None]",46.865234375
396,Mount Coronet,f minor,0.8392841641678443,4/4,"['Harp', 'StringInstrument', 'StringInstrument', 'StringInstrument', 'StringInstrument', 'Trumpet', 'StringInstrument', 'Trombone', 'Trumpet', None]",84.79647006249968
397,Mystery Gift (Platinum),D major,0.8568381791613819,4/4,"['Marimba', 'Marimba', None, None, 'StringInstrument', 'StringInstrument', None, 'Acoustic Bass', None]",26.65969556249987
398,Mystery Gift,e minor,0.8398634446193785,4/4,"[None, 'Vibraphone', None, 'Harp', None, 'Fretless Bass', None]",14.017843125000013
399,Natural Disaster,C major,0.5835814526844922,4/4,"[None, 'Trumpet', 'Horn', 'StringInstrument', 'StringInstrument', 'Timpani', None, 'Timpani']",35.982827
400,Old Chateau,e minor,0.5365543627770252,4/4,"['Timpani', None, None, None, None, 'Timpani', 'StringInstrument', 'Shakuhachi', None]",102.11881474999716
401,Opening,A major,0.8785295294507351,4/4,"['StringInstrument', 'StringInstrument', 'StringInstrument', 'Acoustic Bass', 'StringInstrument', 'StringInstrument', 'Harp', 'Trumpet', None]",70.98750000000067
402,Oreburgh City (Night),C major,0.728395145003332,4/4,"['Guitar', 'Guitar', 'Guitar', 'Guitar', 'Dulcimer', 'Dulcimer', None, None]",42.33821412499975
403,Oreburgh City,C major,0.7046183564868058,4/4,"['Guitar', 'Guitar', 'Guitar', 'Guitar', None, None, None, None]",42.33821412499975
404,Oreburgh Gate,B major,0.6444833241085407,4/4,"[None, 'Trumpet', None, 'StringInstrument', 'StringInstrument', 'Oboe', 'Guitar', 'Timpani', 'StringInstrument']",80.12617756249811
405,Oreburgh Mine,A- major,0.6694604851588617,4/4,"[None, 'Flute', 'Saxophone', 'Flute', 'Glockenspiel', 'Glockenspiel', 'Glockenspiel', None, None, None, 'Glockenspiel']",89.98046875
406,Pokemart,C# major,0.8896466857927099,4/4,"[None, None, 'Guitar', 'Guitar', None, None, None, 'Soprano Saxophone', None]",46.3494194583337
407,Pokemon Caught,E major,0.82023577852951,4/4,"['Horn', 'Trumpet', 'StringInstrument', 'Fretless Bass', 'StringInstrument', None, None, None]",3.28125
408,Pokemon Center (Night),C major,0.7348562094357531,4/4,"['Trumpet', 'Guitar', 'Acoustic Bass', 'Guitar', 'Guitar', None, None]",82.39904345833308
409,Pokemon Center,E major,0.7824612287446026,4/4,"[None, None, 'Electric Bass', None, None, None, None]",41.36850414583355
410,Pokemon Evolved,A- major,0.778036900442781,4/4,"['Trumpet', 'Trumpet', None, 'Marimba', 'Trumpet', 'Timpani', 'StringInstrument', 'StringInstrument', None]",4.01666666666666
411,Pokemon Gym,A- major,0.8353947762521383,4/4,"['Horn', 'StringInstrument', 'Trumpet', 'Trumpet', 'StringInstrument', 'StringInstrument', 'Timpani', 'Tuba', None]",57.9895833333331
412,Pokemon League (Night),E major,0.7894218024946933,4/4,"[None, None, None, None, None, None, 'StringInstrument', None, None]",79.30756166666694
413,Pokemon League,C major,0.7944621565405955,4/4,"['StringInstrument', None, None, None, None, None, None, None, None]",79.30756166666694
414,Poketch Fanfare,F major,0.6928644632255901,4/4,"[None, None, None, 'Xylophone', 'Guitar', 'Guitar', None]",2.5973022291666643
415,Poketch,E- major,0.6879556223995721,4/4,"[None, None, 'Recorder', None, None, None]",1.8701171875
416,Professor Rowan,G major,0.8876627453859771,4/4,"['StringInstrument', 'StringInstrument', 'StringInstrument', 'Acoustic Bass', 'StringInstrument', 'StringInstrument', 'Harp', 'Trumpet', None]",70.98750000000067
417,Resort Area,B major,0.7983598573883843,4/4,"['Flute', 'Flute', 'Guitar', 'Guitar', 'Guitar', None, 'Acoustic Bass', None]",54.98958333333335
418,Route 201 (Night),F major,0.7872502115477067,4/4,"['Whistle', 'StringInstrument', 'Flute', 'StringInstrument', 'StringInstrument', 'Harp']",29.98958333333335
419,Route 201,C major,0.7850909126567034,4/4,"['Whistle', 'StringInstrument', 'Flute', 'StringInstrument', 'StringInstrument', 'Whistle', 'Vibraphone', None]",29.989583333333428
420,Route 203 (Night),G major,0.6213035574103529,4/4,"['Saxophone', 'Dulcimer', 'StringInstrument', 'Guitar', 'Guitar', 'Soprano Saxophone', 'Oboe', None]",90.927734375
421,Route 203,B- major,0.6168577631071872,4/4,"['Saxophone', 'Dulcimer', 'StringInstrument', 'Guitar', 'Guitar', 'Soprano Saxophone', 'Oboe', None]",90.927734375
422,Route 205 (Night),G major,0.843486166774921,4/4,"['Clarinet', 'StringInstrument', 'Trumpet', 'StringInstrument', 'StringInstrument', 'StringInstrument', None]",47.9875000000004
423,Route 205,G major,0.8514911090989421,4/4,"['Clarinet', 'Clarinet', 'Trumpet', 'StringInstrument', 'StringInstrument', 'StringInstrument', 'Glockenspiel', 'StringInstrument', None]",47.987500000000466
424,Route 206 (Night),E major,0.8616864107231041,4/4,"['Horn', 'StringInstrument', 'Marimba', 'Vibraphone', 'StringInstrument', 'Horn', 'StringInstrument']",42.56414299999976
425,Route 206,E major,0.7972856773102551,4/4,"['Horn', 'StringInstrument', 'Marimba', 'Vibraphone', 'StringInstrument', 'Horn', 'StringInstrument', 'Timpani', None]",42.56414299999976
426,Route 209 (Night),A- major,0.705069569590826,4/4,"['Oboe', 'Oboe', 'Saxophone', 'StringInstrument', 'Harp', 'Church Bells', 'Harp', 'StringInstrument', None]",75.33425712500012
427,Route 209,A major,0.7596080111951937,4/4,"['Trombone', 'Trombone', 'Harp', 'Trombone', 'Harp', 'Church Bells', 'Harp', 'StringInstrument', None]",75.33425712500012
428,Route 210 (Night),B major,0.794328953860345,4/4,"['Dulcimer', 'Horn', 'Horn', None, 'Horn', 'Church Bells', 'StringInstrument', 'Timpani', None]",73.46404427083361
429,Route 210,C# major,0.805847201764778,4/4,"['Dulcimer', 'Horn', 'Horn', None, 'Horn', 'Church Bells', 'StringInstrument', 'Timpani', None]",71.0552876041671
430,Route 216 (Night),E major,0.8174013730136099,4/4,"['Accordion', 'StringInstrument', 'StringInstrument', 'Soprano Saxophone', 'StringInstrument', 'StringInstrument', 'Organ', 'Church Bells', 'Harpsichord', 'Harpsichord']",109.56523200000217
431,Route 216,G major,0.7428107284991546,4/4,"['Accordion', 'StringInstrument', 'StringInstrument', 'Soprano Saxophone', 'StringInstrument', 'StringInstrument', 'Organ', 'Church Bells', 'Harpsichord', 'Harpsichord']",107.23406400000265
432,Route 228 (Night),f minor,0.6501185961722175,4/4,"[None, None, 'Dulcimer', 'Dulcimer', 'Dulcimer', None, 'Soprano Saxophone', None]",48.11197916666711
433,Route 228,f minor,0.6491245330126962,4/4,"[None, 'Dulcimer', 'Dulcimer', 'Dulcimer', 'Trumpet', 'Trumpet', 'Soprano Saxophone', None]",48.11197916666736
434,Rowan's Lab,A major,0.8879741237395641,4/4,"['StringInstrument', None, None, 'Acoustic Bass', 'StringInstrument', 'Harp', None]",70.9875000000005
435,RSE Title (Test),b- minor,0.6960178555472426,4/4,"['Church Bells', 'Harp', 'Tuba', 'Horn', 'Timpani', 'StringInstrument', None, None, 'Piano', 'Harpsichord']",100.18416799999888
436,Sandgem Town (Night),A- major,0.7779344246925448,4/4,"['Marimba', None, 'Clarinet', 'Clarinet', 'Marimba', 'Flute', 'StringInstrument', None, None]",57.84595129166747
437,Sandgem Town,E major,0.7311703517017991,4/4,"['Marimba', None, 'StringInstrument', 'StringInstrument', 'Marimba', 'Organ', 'StringInstrument', 'Fretless Bass', None]",55.85125214583411
438,Search for Red Gyarados End,B major,0.4223460181944064,4/4,"['StringInstrument', 'StringInstrument', 'Trumpet', None, None, 'StringInstrument', 'StringInstrument', 'Timpani']",3.825189500000002
439,Search for Red Gyarados,b minor,0.5603043963032832,4/4,"['Trumpet', 'StringInstrument', 'Trumpet', None, None, 'Horn', 'StringInstrument', 'Timpani', None]",14.652261499999936
440,SEQ_ACCE,F major,0.7705463182078212,4/4,"[None, None, 'Harp', None, 'Vibraphone', 'Harp', 'Acoustic Bass']",2.43518275
441,SEQ_BLD_CON,b- minor,0.8036405986967162,4/4,"['Recorder', 'Recorder', None, None, 'Vibraphone', None, None]",27.989583333333332
442,SEQ_CO_KAWAI,C major,0.573549201860804,4/4,"['Marimba', 'Marimba', 'Vibraphone', 'Vibraphone', 'Horn', 'Horn', None, None, 'Acoustic Bass']",79.94791666666667
443,SEQ_CO_KEKKA,D major,0.9255140681295684,4/4,"['Vibraphone', 'Vibraphone', 'Guitar', 'Guitar', 'Recorder', 'Acoustic Bass', None]",14.562485437499998
444,SEQ_CO_TAKUMA,G major,0.7072575023679467,4/4,"['StringInstrument', 'Reed Organ', 'StringInstrument', None, 'Reed Organ', 'Dulcimer', 'Electric Organ', None, None]",79.86458333333333
445,SEQ_GONIN,C major,0.681471674136556,4/4,"[None, None, 'Glockenspiel', 'Vibraphone', None, 'Acoustic Bass']",2.9131380208333333
446,SEQ_HATANIGE,f# minor,0.5735330395948417,4/4,"['Flute', 'Violin', None, 'Marimba', 'Clavichord', 'Guitar', 'Trumpet', 'Trumpet', None]",50.46956372916709
447,SEQ_KINOMI1,C major,0.683061722513842,4/4,"['Flute', 'Guitar', 'Guitar', 'Guitar', 'Guitar', 'Violoncello', 'Electric Bass', None]",29.98578745833368
448,SEQ_KINOMI2,C major,0.683061722513842,4/4,"['Flute', 'Guitar', 'Guitar', 'Guitar', 'Guitar', 'Violoncello', 'Electric Bass', None]",29.98578745833368
449,SEQ_KUSAGASA,F# major,0.656620937064981,4/4,"['Vibraphone', 'Vibraphone', 'Vibraphone', 'Vibraphone', None, 'Acoustic Bass', 'Violin', None]",18.038622395833325
450,SEQ_PL_GURUGURU,g# minor,0.6003661442111398,4/4,"[None, None, 'Marimba', None, 'Timpani', 'Acoustic Bass', None]",18.901496250000093
451,SEQ_PL_MTKAKKO,E- major,0.5565586646324284,4/4,"[None, None, None, 'Saxophone', 'Acoustic Bass', None, 'Harpsichord']",71.68750000000114
452,SEQ_PL_MTKASHI,B- major,0.8700056079305938,4/4,"['Clarinet', 'Flute', 'Glockenspiel', 'StringInstrument', 'Church Bells', 'StringInstrument', 'StringInstrument', None]",72.37682156250025
453,SEQ_PL_MTKAWA,A- major,0.9077272050153548,4/4,"['Recorder', 'Reed Organ', 'Reed Organ', 'Reed Organ', 'Reed Organ', None, None, None, 'Harpsichord']",63.091666666665866
454,SEQ_PL_MTTAKMA,d minor,0.6472996834573975,4/4,"['Violin', 'Violin', 'Accordion', 'Accordion', 'Accordion', 'Accordion', 'Harp', 'Church Bells', 'StringInstrument', None]",68.56243143750021
455,SEQ_PL_MTUTSUK,D major,0.8524134790990614,4/4,"['Harp', None, 'StringInstrument', 'StringInstrument', 'StringInstrument', 'Church Bells', 'StringInstrument', 'StringInstrument', None]",119.97916666666669
456,SEQ_PL_TOWN02,G major,0.791631016662208,4/4,"['Banjo', 'Banjo', 'Banjo', 'Banjo', 'Banjo', 'Banjo']",39.16610750000002
457,SEQ_PL_WIFIGAME,C# major,0.6839086669658683,4/4,"['StringInstrument', 'Recorder', 'Recorder', 'Horn', 'Marimba', 'StringInstrument', 'StringInstrument', None]",22.659699562499835
458,SEQ_PL_WIFITOWER,A major,0.8937202070136167,4/4,"['Reed Organ', 'Reed Organ', 'Reed Organ', 'Reed Organ', 'Reed Organ', None, 'Voice', 'Acoustic Bass', 'Baritone Saxophone', 'Harpsichord']",77.9921875
459,SEQ_REPORT,F major,0.8921792103968705,4/4,"[None, None, None, None, None]",1.2857129999999999
460,SEQ_SLOT,a minor,0.7080445625277606,4/4,"[None, None, None, None, None, None, None]",11.73233852083334
461,SEQ_SLOT_ATARI,b- minor,0.7424616664951094,4/4,"['Violoncello', 'Violoncello', None, None, 'Violoncello', None, None]",14.9921875
462,SEQ_SLOT_OOATARI,E major,0.6365007892668445,4/4,"[None, 'Violoncello', None, None, 'Violoncello', None, None]",11.993043562499905
463,SEQ_TANKOU,b minor,0.7428433100337277,4/4,"['StringInstrument', 'Trumpet', 'Glockenspiel', None, 'Clarinet', 'Xylophone', 'Timpani', 'Clarinet', None]",77.48958333333391
464,SEQ_THE_EVENT02,C major,0.623297523564743,4/4,"['Tuba', 'Horn', 'Horn', None, 'Horn', 'Timpani', 'Timpani', None, 'Timpani']",33.45812710416664
465,SEQ_WASURE,A major,0.5806151516103906,4/4,"['Xylophone', 'Xylophone', 'Xylophone', 'Xylophone', None, None]",1.9500000000000004
466,Snowpoint City (Night),E major,0.8175421959894787,4/4,"['Harp', 'Harp', 'Harp', 'Harp', 'Harp', 'Harp', 'Glockenspiel']",109.69055845833228
467,Snowpoint City,E major,0.8397862998015734,4/4,"['Harp', 'Harp', 'Harp', 'Harp', 'Harp', 'Harp', 'Glockenspiel', None]",109.69055845833228
468,Solaceon Town (Night),c# minor,0.7758882700352897,4/4,"[None, None, None, 'Acoustic Bass', None, 'Glockenspiel', 'Oboe', None, 'StringInstrument', 'Harpsichord']",54.66774520833333
469,Solaceon Town,d minor,0.9075030476441144,4/4,"[None, None, None, 'Acoustic Bass', None, 'Glockenspiel', 'Oboe', None, 'StringInstrument', 'Harpsichord']",51.41371104166691
470,Spear Pillar,F major,0.590292577191545,4/4,"[None, None, 'Church Bells', 'StringInstrument', 'StringInstrument', 'StringInstrument', 'Timpani', 'StringInstrument', 'StringInstrument']",43.43746814583358
471,Stark Mountain,c minor,0.5058139205489125,4/4,"['Contrabass', None, None, None, 'Marimba', None, None, None]",68.8586784375001
472,Sunyshore City (Night),a minor,0.8640011138684754,4/4,"['Dulcimer', 'StringInstrument', 'StringInstrument', 'Soprano Saxophone', 'StringInstrument', 'Organ', 'Horn', None, None]",90.224609375
473,Sunyshore City,A major,0.8540389659129924,4/4,"['Dulcimer', 'StringInstrument', 'StringInstrument', 'Soprano Saxophone', 'StringInstrument', 'Organ', 'Horn', None, None]",86.18466414583513
474,Surfing,A major,0.9427892372398592,4/4,"['StringInstrument', 'Harp', 'Glockenspiel', 'Glockenspiel', 'Acoustic Bass', 'Acoustic Bass', 'Harp', 'Harp', None]",85.05632450000031
475,Survival Area (Night),D major,0.8180958251601814,4/4,"['Dulcimer', 'Dulcimer', 'Dulcimer', 'Soprano Saxophone', 'Reed Organ', 'Reed Organ', None, None, None]",76.5127500208354
476,Survival Area,C major,0.7188523607479771,4/4,"['Dulcimer', 'Dulcimer', 'Dulcimer', 'Soprano Saxophone', 'Reed Organ', 'Reed Organ', None, None, None]",74.88476674999885
477,Team Galactic Building,g# minor,0.7589847029226439,4/4,"[None, None, None, 'Acoustic Bass', None, 'Organ', 'Organ', None, None, None]",31.989583333333535
478,Team Galactic Hideout,E- major,0.7149500865582394,4/4,"['StringInstrument', 'StringInstrument', 'StringInstrument', None, 'StringInstrument', 'StringInstrument', 'StringInstrument', 'Glockenspiel', None]",55.6834949999993
479,Title 2,F major,0.4184433050185553,4/4,"['Vibraphone', 'StringInstrument', 'Vibraphone', 'Vibraphone', 'StringInstrument', 'Piano', 'Harp']",15.30585412499998
480,Title,d minor,0.7931380567514683,4/4,"['Trombone', 'Glockenspiel', 'Flute', 'Glockenspiel', 'StringInstrument', 'StringInstrument', 'Violin', 'Flute', 'Timpani', None, 'Harp']",104.08547462499773
481,TM,G major,0.6633411880698359,4/4,"['Flute', 'Flute', None, 'Oboe', 'Clarinet', 'Fretless Bass', None]",2.7767829374999984
482,Trading,G major,0.6960545516704492,4/4,"['Horn', 'Horn', 'Tuba', 'Timpani', None, None, None]",32.00000000000008
483,Twinleaf Town (Night),C major,0.781994949848517,4/4,"['Clarinet', 'Acoustic Bass', 'Marimba', 'StringInstrument', None, 'Clarinet', 'Marimba', None]",74.984375
484,Twinleaf Town,C major,0.7873877248836121,4/4,"['Clarinet', 'Acoustic Bass', 'Marimba', 'StringInstrument', None, 'Clarinet', 'StringInstrument', None]",74.984375
485,Union Room,A- major,0.7979335888324195,4/4,"['Trumpet', 'Trumpet', 'Church Bells', 'Horn', 'Horn', 'Horn', 'Recorder', 'StringInstrument', None]",79.36024547916563
486,Valor Lakefront (Night),D major,0.8168389328798843,4/4,"['Guitar', 'Guitar', 'Guitar', 'Guitar', 'Guitar', 'Accordion', 'Acoustic Bass']",83.97220122916711
487,Valor Lakefront,D major,0.8294388166880428,4/4,"['Guitar', 'Guitar', 'Guitar', 'Guitar', 'Guitar', 'Harp', 'Acoustic Bass']",83.97220122916706
488,Veilstone City (Night),d minor,0.674714061286563,4/4,"[None, None, None, 'Acoustic Bass', None, 'Trumpet', 'Saxophone', 'Vibraphone', 'Harpsichord']",90.75863322916763
489,Veilstone City,A major,0.6821924442002524,4/4,"[None, None, None, 'Acoustic Bass', None, 'Trumpet', 'Saxophone', 'Vibraphone', 'Harpsichord']",89.23324979166568
490,Victory (Contest),a minor,0.6482019689366502,4/4,"['Trumpet', 'Trumpet', 'Horn', 'Church Bells', 'Trumpet', 'Horn', 'Timpani', 'StringInstrument', None]",14.32902883333345
491,Victory (Cynthia),A major,0.795558305105723,4/4,"['Trumpet', 'Trumpet', 'Horn', 'Timpani', 'Flute', 'StringInstrument', 'StringInstrument', 'StringInstrument', None]",34.5830875
492,Victory (Elite Four),A major,0.7575369982838205,4/4,"['Horn', 'Horn', 'Horn', 'Flute', 'StringInstrument', 'StringInstrument', 'Timpani', 'StringInstrument', None]",13.528833124999979
493,Victory (Frontier Brain),C# major,0.680301813409596,4/4,"['Horn', 'Horn', 'Trumpet', 'StringInstrument', 'StringInstrument', 'Church Bells', 'Timpani', 'StringInstrument', None]",15.522051062500026
494,Victory (Gym Leader),D major,0.8920035576309547,4/4,"['Trumpet', 'Tuba', 'Flute', 'Horn', 'StringInstrument', 'Horn', 'Marimba', 'StringInstrument', None]",43.4921875
495,Victory (Team Galactic),G major,0.8139092517346507,4/4,"['Trumpet', 'Trumpet', 'Timpani', 'Marimba', 'StringInstrument', 'StringInstrument', 'Accordion', 'StringInstrument', None]",12.913448624999992
496,Victory (Trainer),E- major,0.7192841255321994,4/4,"['Acoustic Bass', None, 'Flute', 'Flute', 'StringInstrument', 'Flute', 'Flute', 'Vibraphone', 'StringInstrument']",14.202308312499978
497,Victory (Wild),a minor,0.7038632377070403,4/4,"['Horn', 'StringInstrument', None, 'StringInstrument', 'Horn', None, None]",11.732338520833354
498,Victory Road,D major,0.4674899743644243,4/4,"[None, None, None, None, 'StringInstrument', 'StringInstrument', None, 'Horn', None]",29.990234375
499,Watching TV,C major,0.9247593057798514,4/4,"['StringInstrument', 'Voice', 'StringInstrument', 'Soprano Saxophone', 'Violoncello', 'StringInstrument', 'StringInstrument', 'Whistle', None]",51.937975729166794
500,Wifi Lobby,E major,0.8212753265239632,4/4,"[None, None, None, 'Harp', 'Fretless Bass', None]",14.017843125000013
501,Wifi Parade,B- major,0.6528068861346549,4/4,"['Horn', 'Horn', 'Horn', 'Horn', 'Horn', 'Trumpet', 'Acoustic Bass', None]",55.1171875
502,Back to the Kanto Region!,g minor,0.7093445937791039,4/4,['Piano'],11.994645666666628
503,Battle! Deoxys,c# minor,0.3400322612109574,4/4,['Electric Bass'],81.44118141666758
504,Battle! Gym Leader,C major,0.741317400613511,4/4,['StringInstrument'],56.774079999999785
505,Battle! Legendary Pokemon,A- major,0.7168102528337951,4/4,['StringInstrument'],44.83511999999999
506,Battle! Rival Champion,f# minor,0.6030897240396431,4/4,['Guitar'],73.9534440000006
507,Bicycle Ride,F major,0.8108980426982055,4/4,['Accordion'],34.25371650000014
508,Celadon City,G major,0.8886661781200608,4/4,['StringInstrument'],39.27268800000031
509,Cerulean City,F major,0.9382940699378943,4/4,['Accordion'],34.0
510,Cinnibar Island,G major,0.9027449307804211,4/4,['StringInstrument'],36.0
511,Encounter! Deoxys,c# minor,0.41320275671623125,4/4,['Church Bells'],15.0
512,Encounter! Females,C major,0.8344702660512866,4/4,['StringInstrument'],6.724126499999996
513,Encounter! Green [No Intro],g minor,0.7969938148348694,4/4,['Piano'],18.571384000000027
